lodcolumn,gene_id,gene_symbol,gene_chr,gene_start,gene_middle,gene_end,qtl_chr,qtl_pos,qtl_mkr,qtl_lod,cis,,,,,,,,
ENSMUSP00000022538,ENSMUSG00000021967,Mrp63,14,57.826239,57.827492,57.828745,15,94.878013,UNC26153010,7.389465911,FALSE,,,,,,,,
ENSMUSP00000123798,ENSMUSG00000079197,Psme2,14,55.587441,55.589277,55.591113,6,62.716326,UNC11217681,7.389109116,FALSE,,,,,,,,
ENSMUSP00000125722,ENSMUSG00000021816,Ppp3cb,14,20.499364,20.522968,20.546573,19,44.921095,UNC190180843,7.384945384,FALSE,,,,,,,,
ENSMUSP00000046212,ENSMUSG00000041028,Ghitm,14,37.120444,37.127883,37.135322,16,58.11396,UNC160260305,7.384601523,FALSE,,,,,,,,
ENSMUSP00000022496,ENSMUSG00000021929,Kpna3,14,61.365186,61.402566,61.439947,6,100.132302,backupJAX00230442,7.38440052,FALSE,,,,,,,,
ENSMUSP00000002403,ENSMUSG00000002332,Dhrs1,14,55.73902,55.742355,55.74569,6,122.337308,UNC11991182,7.383455434,FALSE,,,,,,,,
ENSMUSP00000022311,ENSMUSG00000021786,Oxsm,14,16.238656,16.244232,16.249808,5,116.968846,UNC9991056,7.383112903,FALSE,,,,,,,,
ENSMUSP00000022340,ENSMUSG00000021806,Nid2,14,19.751257,19.781522,19.811787,2,28.715484,UNC2799399,7.382190788,FALSE,,,,,,,,
ENSMUSP00000022340,ENSMUSG00000021806,Nid2,14,19.751257,19.781522,19.811787,14,8.865014,JAX00372344,7.381976965,FALSE,,,,,,,,
ENSMUSP00000066035,ENSMUSG00000021814,Anxa7,14,20.455261,20.467697,20.480133,5,147.693461,UNC050248648,7.380597845,FALSE,,,,,,,,
ENSMUSP00000032898,ENSMUSG00000030662,Ipo5,14,120.911194,120.929618,120.948042,18,64.353384,UNC29442552,7.380430359,FALSE,,,,,,,,
ENSMUSP00000061498,ENSMUSG00000040472,Rabggta,14,55.715873,55.719065,55.722257,1,143.172018,UNC1835855,7.37976115,FALSE,,,,,,,,
ENSMUSP00000131634,ENSMUSG00000075486,Commd6,14,101.633766,101.637226,101.640686,6,137.767461,JAX00627957,7.37975414,FALSE,,,,,,,,
ENSMUSP00000107539,ENSMUSG00000041445,Mmrn2,14,34.375504,34.389896,34.404287,18,56.16178,UNC29315496,7.376477351,FALSE,,,,,,,,
ENSMUSP00000006703,ENSMUSG00000021922,Itih4,14,30.886476,30.894228,30.901981,2,53.38739,UNC3072125,7.376183009,FALSE,,,,,,,,
ENSMUSP00000047665,ENSMUSG00000039197,Adk,14,21.052574,21.250571,21.448568,17,80.557894,JAX00078667,7.374096204,FALSE,,,,,,,,
ENSMUSP00000087773,ENSMUSG00000040640,Erc2,14,27.622442,28.05049,28.478537,17,27.252369,UNC27722495,7.372923827,FALSE,,,,,,,,
ENSMUSP00000117346,ENSMUSG00000021824,Ap3m1,14,21.031442,21.041975,21.052508,6,137.540639,UNC12192350,7.372414044,FALSE,,,,,,,,
ENSMUSP00000098041,ENSMUSG00000060012,Kif13b,14,64.652531,64.729414,64.806296,5,53.191016,UNC9195497,7.372140858,FALSE,,,,,,,,
ENSMUSP00000006697,ENSMUSG00000006522,Itih3,14,30.908573,30.916166,30.92376,13,64.839931,UNC22762255,7.369419051,FALSE,,,,,,,,
ENSMUSP00000006235,ENSMUSG00000021939,Ctsb,14,63.122462,63.13419,63.145919,15,101.970936,UNC26232713,7.369105387,FALSE,,,,,,,,
ENSMUSP00000124258,ENSMUSG00000054509,Parp4,14,56.575619,56.617706,56.659794,7,124.58388,UNC13781271,7.367600845,FALSE,,,,,,,,
ENSMUSP00000080538,ENSMUSG00000040752,Myh6,14,54.941921,54.954424,54.966927,18,57.777734,UNC29340355,7.366197099,FALSE,,,,,,,,
ENSMUSP00000053176,ENSMUSG00000039376,Synpo2l,14,20.658946,20.66365,20.668354,9,123.035671,UNC17299468,7.364430646,FALSE,,,,,,,,
ENSMUSP00000131634,ENSMUSG00000075486,Commd6,14,101.633766,101.637226,101.640686,3,127.379841,UNC6195907,7.363855331,FALSE,,,,,,,,
ENSMUSP00000126449,ENSMUSG00000006529,Itih1,14,30.92918,30.936234,30.943289,18,86.235313,UNC29778192,7.363146416,FALSE,,,,,,,,
ENSMUSP00000014640,ENSMUSG00000014496,Ankrd28,14,31.700015,31.765215,31.830415,10,23.498304,UNC17581707,7.362299505,FALSE,,,,,,,,
ENSMUSP00000119330,ENSMUSG00000021773,Comtd1,14,21.845861,21.847419,21.848977,2,27.07973,UNC2776219,7.360361343,FALSE,,,,,,,,
ENSMUSP00000006703,ENSMUSG00000021922,Itih4,14,30.886476,30.894228,30.901981,14,47.318275,UNC23960120,7.359584012,FALSE,,,,,,,,
ENSMUSP00000048925,ENSMUSG00000058997,Vwa8,14,78.849178,79.025744,79.20231,10,73.521632,UNC18226590,7.359446148,FALSE,,,,,,,,
ENSMUSP00000006235,ENSMUSG00000021939,Ctsb,14,63.122462,63.13419,63.145919,4,63.069253,UNC7364458,7.358539938,FALSE,,,,,,,,
ENSMUSP00000079967,ENSMUSG00000062093,Gm10110,14,89.896223,89.897344,89.898466,4,155.793595,UNC8532289,7.358079694,FALSE,,,,,,,,
ENSMUSP00000046199,ENSMUSG00000042286,Stab1,14,31.139013,31.153827,31.168641,16,60.343389,UNC160220716,7.357917366,FALSE,,,,,,,,
ENSMUSP00000100021,ENSMUSG00000021870,Slmap,14,26.413168,26.47405,26.534931,9,95.139276,JAX00174451,7.357730087,FALSE,,,,,,,,
ENSMUSP00000100021,ENSMUSG00000021870,Slmap,14,26.413168,26.47405,26.534931,10,67.344772,JAX00019068,7.354994847,FALSE,,,,,,,,
ENSMUSP00000006697,ENSMUSG00000006522,Itih3,14,30.908573,30.916166,30.92376,X,93.388273,UNC31097694,7.354779977,FALSE,,,,,,,,
ENSMUSP00000025940,ENSMUSG00000071347,C1qtnf9,14,60.768134,60.774502,60.780869,12,7.687398,UNC20585373,7.352722772,FALSE,,,,,,,,
ENSMUSP00000022311,ENSMUSG00000021786,Oxsm,14,16.238656,16.244232,16.249808,X,95.5753,UNC31111300,7.35193883,FALSE,,,,,,,,
ENSMUSP00000119330,ENSMUSG00000021773,Comtd1,14,21.845861,21.847419,21.848977,3,143.22253,UNC6429354,7.350514462,FALSE,,,,,,,,
ENSMUSP00000066035,ENSMUSG00000021814,Anxa7,14,20.455261,20.467697,20.480133,15,83.98796,UNC26000177,7.350442369,FALSE,,,,,,,,
ENSMUSP00000046199,ENSMUSG00000042286,Stab1,14,31.139013,31.153827,31.168641,3,145.40338,UNC6459413,7.349866521,FALSE,,,,,,,,
ENSMUSP00000022639,ENSMUSG00000022055,Nefl,14,68.083863,68.086479,68.089095,3,107.349622,UNC5917190,7.348101781,FALSE,,,,,,,,
ENSMUSP00000125155,ENSMUSG00000006289,Osgep,14,50.906478,50.915686,50.924893,17,91.18866,UNC28599314,7.345073018,FALSE,,,,,,,,
ENSMUSP00000042283,ENSMUSG00000035726,Supt16,14,52.160419,52.178829,52.197239,14,20.326463,UNC23663369,7.344360543,FALSE,,,,,,,,
ENSMUSP00000059666,ENSMUSG00000043702,Pde12,14,26.659958,26.66492,26.669883,10,91.149607,UNC18424267,7.344329763,FALSE,,,,,,,,
ENSMUSP00000022343,ENSMUSG00000021809,Nudt13,14,20.29469,20.306132,20.317575,10,107.172822,UNC18656908,7.339760578,FALSE,,,,,,,,
ENSMUSP00000100021,ENSMUSG00000021870,Slmap,14,26.413168,26.47405,26.534931,3,76.355837,UNC5564469,7.337640757,FALSE,,,,,,,,
ENSMUSP00000125722,ENSMUSG00000021816,Ppp3cb,14,20.499364,20.522968,20.546573,18,75.84229,UNC29625796,7.335542874,FALSE,,,,,,,,
ENSMUSP00000022317,ENSMUSG00000021792,Fam213a,14,40.99374,41.003764,41.013788,10,109.647317,UNC18693852,7.33475333,FALSE,,,,,,,,
ENSMUSP00000098398,ENSMUSG00000021820,Camk2g,14,20.734875,20.764482,20.794088,18,84.029496,UNC29747163,7.334020243,FALSE,,,,,,,,
ENSMUSP00000086640,ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,8,124.36594,UNC080399632,7.331929049,FALSE,,,,,,,,
ENSMUSP00000025940,ENSMUSG00000071347,C1qtnf9,14,60.768134,60.774502,60.780869,16,36.538811,UNC26651084,7.330962536,FALSE,,,,,,,,
ENSMUSP00000079127,ENSMUSG00000072714,Rpl21-ps4,14,11.227552,11.227772,11.227992,9,94.69442,backupUNC090188167,7.330352002,FALSE,,,,,,,,
ENSMUSP00000087494,ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,15,51.200075,UNC25576402,7.330168002,FALSE,,,,,,,,
ENSMUSP00000039537,ENSMUSG00000033405,Nudt15,14,73.519864,73.534053,73.548242,7,30.962966,UNC12579231,7.329794804,FALSE,,,,,,,,
ENSMUSP00000032898,ENSMUSG00000030662,Ipo5,14,120.911194,120.929618,120.948042,19,52.364213,UNC30490318,7.329545878,FALSE,,,,,,,,
ENSMUSP00000022311,ENSMUSG00000021786,Oxsm,14,16.238656,16.244232,16.249808,8,115.554096,UNC15559017,7.32936713,FALSE,,,,,,,,
ENSMUSP00000078746,ENSMUSG00000063410,Stk24,14,121.286343,121.332838,121.379334,8,94.904057,UNC15290556,7.328313568,FALSE,,,,,,,,
ENSMUSP00000079163,ENSMUSG00000012405,Rpl15,14,18.267823,18.269607,18.271391,X,134.617954,UNC31343301,7.327680618,FALSE,,,,,,,,
ENSMUSP00000065754,ENSMUSG00000054733,Msra,14,64.122623,64.289263,64.455903,13,114.536911,UNC23426946,7.327442057,FALSE,,,,,,,,
ENSMUSP00000026313,ENSMUSG00000025277,Abhd6,14,8.002902,8.029728,8.056555,1,190.394209,JAX00013946,7.326018611,FALSE,,,,,,,,
ENSMUSP00000022507,ENSMUSG00000021938,Pspc1,14,56.722441,56.750378,56.778316,14,49.102636,UNC23980325,7.325062833,FALSE,,,,,,,,
ENSMUSP00000043926,ENSMUSG00000021871,Pnp,14,50.944302,50.95477,50.965237,9,93.469616,UNC16887186,7.322505726,FALSE,,,,,,,,
ENSMUSP00000026624,ENSMUSG00000025544,Tm9sf2,14,122.107038,122.133321,122.159604,12,106.980912,UNC21833090,7.321162982,FALSE,,,,,,,,
ENSMUSP00000022311,ENSMUSG00000021786,Oxsm,14,16.238656,16.244232,16.249808,1,184.603225,UNC2352000,7.318212212,FALSE,,,,,,,,
ENSMUSP00000124909,ENSMUSG00000033083,Tbc1d4,14,101.44236,101.525776,101.609191,11,42.029422,UNC19486389,7.317780922,FALSE,,,,,,,,
ENSMUSP00000129504,ENSMUSG00000022100,Xpo7,14,70.654246,70.710437,70.766628,9,100.332079,UNC16984551,7.316928072,FALSE,,,,,,,,
ENSMUSP00000038716,ENSMUSG00000063895,Nupl1,14,60.219204,60.235356,60.251507,16,94.90106,UNC27442277,7.316211322,FALSE,,,,,,,,
ENSMUSP00000022345,ENSMUSG00000021811,Dnajc9,14,20.384638,20.386774,20.38891,2,136.128751,JAX00100509,7.315839155,FALSE,,,,,,,,
ENSMUSP00000046212,ENSMUSG00000041028,Ghitm,14,37.120444,37.127883,37.135322,5,20.645369,UNC8757558,7.314726115,FALSE,,,,,,,,
ENSMUSP00000125722,ENSMUSG00000021816,Ppp3cb,14,20.499364,20.522968,20.546573,1,165.491875,UNC2114116,7.313149257,FALSE,,,,,,,,
ENSMUSP00000022616,ENSMUSG00000022037,Clu,14,65.968483,65.975016,65.981548,14,67.971699,UNC24171088,7.312787252,TRUE,,,,,,,,
ENSMUSP00000022256,ENSMUSG00000021737,Psmd6,14,14.112184,14.116584,14.120984,4,155.038736,UNC8521715,7.31159077,FALSE,,,,,,,,
ENSMUSP00000022369,ENSMUSG00000021823,Vcl,14,20.929433,20.981553,21.033673,19,28.687917,UNC30159560,7.310819041,FALSE,,,,,,,,
ENSMUSP00000117229,ENSMUSG00000092232,Gm20521,14,54.883441,54.890789,54.898137,1,135.46405,UNC1733690,7.309311201,FALSE,,,,,,,,
ENSMUSP00000002289,ENSMUSG00000022111,Uchl3,14,101.653967,101.675046,101.696124,3,69.790851,UNC5472229,7.308670131,FALSE,,,,,,,,
ENSMUSP00000022826,ENSMUSG00000022215,Fitm1,14,55.575617,55.576284,55.576952,17,60.590118,UNC28131597,7.307255434,FALSE,,,,,,,,
ENSMUSP00000079163,ENSMUSG00000012405,Rpl15,14,18.267823,18.269607,18.271391,9,119.236022,UNC17247123,7.305934626,FALSE,,,,,,,,
ENSMUSP00000107237,ENSMUSG00000060373,Hnrnpc,14,52.07338,52.088704,52.104028,9,66.200984,UNC16531304,7.304615321,FALSE,,,,,,,,
ENSMUSP00000068550,ENSMUSG00000058690,Ccser2,14,36.874936,36.921856,36.968777,9,42.829821,UNC16251653,7.303219114,FALSE,,,,,,,,
ENSMUSP00000121201,ENSMUSG00000021998,Lcp1,14,75.131101,75.180972,75.230842,3,107.550651,UNC5919650,7.302990899,FALSE,,,,,,,,
ENSMUSP00000098041,ENSMUSG00000060012,Kif13b,14,64.652531,64.729414,64.806296,18,80.402179,UNC29691266,7.301190079,FALSE,,,,,,,,
ENSMUSP00000107869,ENSMUSG00000015968,Cacna1d,14,30.039949,30.265552,30.491156,X,96.298427,UNC31115957,7.301073639,FALSE,,,,,,,,
ENSMUSP00000022340,ENSMUSG00000021806,Nid2,14,19.751257,19.781522,19.811787,18,44.95146,UNC29163820,7.300315404,FALSE,,,,,,,,
ENSMUSP00000045955,ENSMUSG00000039367,Sec24c,14,20.674321,20.684586,20.69485,1,187.521048,UNC2389726,7.300276749,FALSE,,,,,,,,
ENSMUSP00000125722,ENSMUSG00000021816,Ppp3cb,14,20.499364,20.522968,20.546573,4,156.000889,UNC8535605,7.300189989,FALSE,,,,,,,,
ENSMUSP00000087494,ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,11,9.204945,UNC19052890,7.299610201,FALSE,,,,,,,,
ENSMUSP00000022341,ENSMUSG00000021807,2700060E02Rik,14,19.811402,19.817612,19.823823,3,140.680848,backupUNC030254209,7.298091743,FALSE,,,,,,,,
ENSMUSP00000120918,ENSMUSG00000037712,Fermt2,14,45.458792,45.494455,45.530118,4,104.601409,UNC7894754,7.298038659,FALSE,,,,,,,,
ENSMUSP00000002403,ENSMUSG00000002332,Dhrs1,14,55.73902,55.742355,55.74569,13,16.564519,UNC22178547,7.297065303,FALSE,,,,,,,,
ENSMUSP00000069209,ENSMUSG00000022040,Ephx2,14,66.084377,66.104438,66.1245,15,87.942216,UNC26056286,7.295065937,FALSE,,,,,,,,
ENSMUSP00000056026,ENSMUSG00000045691,Thtpa,14,55.094835,55.09691,55.098986,17,51.49227,UNC28001949,7.292296808,FALSE,,,,,,,,
ENSMUSP00000086640,ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,9,28.081737,UNC16053255,7.290400811,FALSE,,,,,,,,
ENSMUSP00000136011,ENSMUSG00000060579,Fhit,14,9.550092,10.356064,11.162035,3,47.184512,UNC5187552,7.289692329,FALSE,,,,,,,,
ENSMUSP00000004673,ENSMUSG00000004558,Ndrg2,14,51.905271,51.90938,51.913488,X,139.415098,UNC31380997,7.288959138,FALSE,,,,,,,,
ENSMUSP00000079967,ENSMUSG00000062093,Gm10110,14,89.896223,89.897344,89.898466,12,87.459769,UNC21563298,7.286277352,FALSE,,,,,,,,
ENSMUSP00000022268,ENSMUSG00000021748,Pdhb,14,8.165991,8.169492,8.172992,11,116.998953,JAX00322984,7.285087061,FALSE,,,,,,,,
ENSMUSP00000132842,ENSMUSG00000021910,Nisch,14,31.17093,31.193938,31.216946,X,86.661677,JAX00715070,7.284797601,FALSE,,,,,,,,
ENSMUSP00000036924,ENSMUSG00000033712,Ccar2,14,70.138177,70.145994,70.153811,18,65.97103,JAX00462739,7.284190436,FALSE,,,,,,,,
ENSMUSP00000125977,ENSMUSG00000025290,Rps24,14,24.490681,24.493414,24.496146,4,19.426693,JAX00546352,7.282087971,FALSE,,,,,,,,
ENSMUSP00000129504,ENSMUSG00000022100,Xpo7,14,70.654246,70.710437,70.766628,1,17.417607,UNC189115,7.281819363,FALSE,,,,,,,,
ENSMUSP00000036555,ENSMUSG00000002319,Ipo4,14,55.6254,55.631648,55.637895,2,134.777008,UNC4021597,7.281252408,FALSE,,,,,,,,
ENSMUSP00000038555,ENSMUSG00000040618,Pck2,14,55.540266,55.545142,55.550017,2,11.189683,UNC2573166,7.280809891,FALSE,,,,,,,,
ENSMUSP00000048765,ENSMUSG00000037780,Mbl1,14,41.151456,41.155208,41.158959,10,14.797956,UNC17470436,7.280729175,FALSE,,,,,,,,
ENSMUSP00000036555,ENSMUSG00000002319,Ipo4,14,55.6254,55.631648,55.637895,1,190.01914,JAX00280179,7.279126656,FALSE,,,,,,,,
ENSMUSP00000107448,ENSMUSG00000062014,Gmfb,14,46.808149,46.815196,46.822242,10,78.211366,UNC18281867,7.277056508,FALSE,,,,,,,,
ENSMUSP00000022391,ENSMUSG00000021843,Ktn1,14,47.663756,47.70016,47.736563,4,129.790756,UNC8214048,7.276951093,FALSE,,,,,,,,
ENSMUSP00000022341,ENSMUSG00000021807,2700060E02Rik,14,19.811402,19.817612,19.823823,6,43.620165,JAX00608351,7.276748164,FALSE,,,,,,,,
ENSMUSP00000022341,ENSMUSG00000021807,2700060E02Rik,14,19.811402,19.817612,19.823823,10,70.870665,UNC18194348,7.275843332,FALSE,,,,,,,,
ENSMUSP00000046199,ENSMUSG00000042286,Stab1,14,31.139013,31.153827,31.168641,12,54.578419,UNC21143102,7.27581552,FALSE,,,,,,,,
ENSMUSP00000022521,ENSMUSG00000021948,Prkcd,14,30.595356,30.610783,30.62621,18,81.618924,UNC29709998,7.275339569,FALSE,,,,,,,,
ENSMUSP00000022803,ENSMUSG00000022193,Psmb5,14,54.61412,54.616058,54.617995,3,30.334543,UNC4956023,7.274925001,FALSE,,,,,,,,
ENSMUSP00000022629,ENSMUSG00000022048,Dpysl2,14,66.802864,66.835776,66.868688,11,121.775672,UNC20539866,7.274746411,FALSE,,,,,,,,
ENSMUSP00000113377,ENSMUSG00000048279,Sacs,14,61.138457,61.189576,61.240695,1,158.231393,UNC2031646,7.274168857,FALSE,,,,,,,,
ENSMUSP00000025940,ENSMUSG00000071347,C1qtnf9,14,60.768134,60.774502,60.780869,5,124.967113,UNC10084548,7.273302388,FALSE,,,,,,,,
ENSMUSP00000056026,ENSMUSG00000045691,Thtpa,14,55.094835,55.09691,55.098986,15,75.551117,JAX00063756,7.273059178,FALSE,,,,,,,,
ENSMUSP00000077893,ENSMUSG00000058571,Gpc6,14,116.925297,117.452413,117.979529,13,109.615509,UNC130193740,7.270793237,FALSE,,,,,,,,
ENSMUSP00000125434,ENSMUSG00000061244,Exoc5,14,49.012146,49.0394,49.066653,7,34.445828,UNC12599367,7.268863001,FALSE,,,,,,,,
ENSMUSP00000022639,ENSMUSG00000022055,Nefl,14,68.083863,68.086479,68.089095,1,91.446285,UNC1142830,7.267569966,FALSE,,,,,,,,
ENSMUSP00000115615,ENSMUSG00000040752,Myh6,14,54.941921,54.954424,54.966927,1,62.553346,UNC789373,7.266833162,FALSE,,,,,,,,
ENSMUSP00000123798,ENSMUSG00000079197,Psme2,14,55.587441,55.589277,55.591113,X,140.930416,UNC31393542,7.264381605,FALSE,,,,,,,,
ENSMUSP00000042602,ENSMUSG00000035960,Apex1,14,50.924968,50.926054,50.927139,11,95.181888,UNC20177005,7.263161204,FALSE,,,,,,,,
ENSMUSP00000123706,ENSMUSG00000033060,Lmo7,14,101.729957,101.832334,101.93471,X,155.698183,UNC31487803,7.262750223,FALSE,,,,,,,,
ENSMUSP00000022310,ENSMUSG00000021785,Ngly1,14,16.24928,16.280603,16.311926,12,105.637507,JAX00344565,7.262441321,FALSE,,,,,,,,
ENSMUSP00000113377,ENSMUSG00000048279,Sacs,14,61.138457,61.189576,61.240695,16,48.151205,UNC26775098,7.256441836,FALSE,,,,,,,,
ENSMUSP00000045955,ENSMUSG00000039367,Sec24c,14,20.674321,20.684586,20.69485,14,9.44092,JAX00372450,7.256106825,FALSE,,,,,,,,
ENSMUSP00000107237,ENSMUSG00000060373,Hnrnpc,14,52.07338,52.088704,52.104028,15,95.173667,UNC26157102,7.255709694,FALSE,,,,,,,,
ENSMUSP00000022311,ENSMUSG00000021786,Oxsm,14,16.238656,16.244232,16.249808,13,116.817728,UNC23461685,7.25097547,FALSE,,,,,,,,
ENSMUSP00000022369,ENSMUSG00000021823,Vcl,14,20.929433,20.981553,21.033673,13,38.448848,JAX00355590,7.250060045,FALSE,,,,,,,,
ENSMUSP00000022538,ENSMUSG00000021967,Mrp63,14,57.826239,57.827492,57.828745,11,116.694114,UNC20477131,7.247129789,FALSE,,,,,,,,
ENSMUSP00000042186,ENSMUSG00000032849,Abcc4,14,118.482692,118.594456,118.706219,5,147.334901,UNC10395662,7.245208476,FALSE,,,,,,,,
ENSMUSP00000050634,ENSMUSG00000058351,Smim4,14,31.088869,31.1089,31.12893,15,37.53611,UNC25388803,7.24348238,FALSE,,,,,,,,
ENSMUSP00000022256,ENSMUSG00000021737,Psmd6,14,14.112184,14.116584,14.120984,8,92.203842,UNC15250233,7.242773631,FALSE,,,,,,,,
ENSMUSP00000117229,ENSMUSG00000092232,Gm20521,14,54.883441,54.890789,54.898137,9,85.519695,UNC16790828,7.239828378,FALSE,,,,,,,,
ENSMUSP00000002289,ENSMUSG00000022111,Uchl3,14,101.653967,101.675046,101.696124,9,101.875734,UNC17005035,7.239214112,FALSE,,,,,,,,
ENSMUSP00000117346,ENSMUSG00000021824,Ap3m1,14,21.031442,21.041975,21.052508,8,113.545277,UNC15526348,7.238488321,FALSE,,,,,,,,
ENSMUSP00000022600,ENSMUSG00000022022,Mtrf1,14,79.397772,79.410711,79.42365,1,149.797787,UNC1921260,7.238161069,FALSE,,,,,,,,
ENSMUSP00000022834,ENSMUSG00000022225,Cma1,14,55.941453,55.943057,55.944661,3,77.7867,UNC5584587,7.236663003,FALSE,,,,,,,,
ENSMUSP00000132842,ENSMUSG00000021910,Nisch,14,31.17093,31.193938,31.216946,2,134.281105,UNC4016213,7.236154486,FALSE,,,,,,,,
ENSMUSP00000022293,ENSMUSG00000021771,Vdac2,14,21.831269,21.838574,21.845879,18,63.572848,UNC29432243,7.234104442,FALSE,,,,,,,,
ENSMUSP00000045955,ENSMUSG00000039367,Sec24c,14,20.674321,20.684586,20.69485,6,48.830515,UNC11036858,7.229569365,FALSE,,,,,,,,
ENSMUSP00000099867,ENSMUSG00000053093,Myh7,14,54.970688,54.982661,54.994634,3,150.70875,UNC6532571,7.228507787,FALSE,,,,,,,,
ENSMUSP00000123798,ENSMUSG00000079197,Psme2,14,55.587441,55.589277,55.591113,7,24.827372,UNC12507725,7.227933567,FALSE,,,,,,,,
ENSMUSP00000022391,ENSMUSG00000021843,Ktn1,14,47.663756,47.70016,47.736563,12,117.673942,UNC21996819,7.226990963,FALSE,,,,,,,,
ENSMUSP00000106519,ENSMUSG00000060126,Tpt1,14,75.845093,75.846809,75.848525,5,130.300758,UNC10168352,7.225868463,FALSE,,,,,,,,
ENSMUSP00000048925,ENSMUSG00000058997,Vwa8,14,78.849178,79.025744,79.20231,1,192.106182,UNC2440773,7.225803531,FALSE,,,,,,,,
ENSMUSP00000077532,ENSMUSG00000022092,Ppp3cc,14,70.217898,70.253674,70.289449,5,69.02765,backupUNC051053262,7.225419824,FALSE,,,,,,,,
ENSMUSP00000119330,ENSMUSG00000021773,Comtd1,14,21.845861,21.847419,21.848977,7,134.16476,UNC13906551,7.222900143,FALSE,,,,,,,,
ENSMUSP00000022310,ENSMUSG00000021785,Ngly1,14,16.24928,16.280603,16.311926,14,73.007012,UNC24233000,7.221416797,FALSE,,,,,,,,
ENSMUSP00000139261,ENSMUSG00000098557,KCTD12,14,102.976581,102.979609,102.982637,10,67.86358,UNC18148909,7.221095036,FALSE,,,,,,,,
ENSMUSP00000032898,ENSMUSG00000030662,Ipo5,14,120.911194,120.929618,120.948042,5,86.924126,UNC9626955,7.221010072,FALSE,,,,,,,,
ENSMUSP00000038763,ENSMUSG00000041650,Pcca,14,122.534324,122.712712,122.8911,7,29.614087,UNC12559549,7.220390724,FALSE,,,,,,,,
ENSMUSP00000124258,ENSMUSG00000054509,Parp4,14,56.575619,56.617706,56.659794,4,10.96828,UNC6729878,7.2177572,FALSE,,,,,,,,
ENSMUSP00000069840,ENSMUSG00000021993,Mipep,14,60.784566,60.844088,60.90361,4,32.251355,UNC7013402,7.217703631,FALSE,,,,,,,,
ENSMUSP00000048925,ENSMUSG00000058997,Vwa8,14,78.849178,79.025744,79.20231,19,38.738315,UNC30294194,7.21634702,FALSE,,,,,,,,
ENSMUSP00000119275,ENSMUSG00000050335,Lgals3,14,47.367751,47.376956,47.38616,6,121.30384,UNC11981462,7.215998476,FALSE,,,,,,,,
ENSMUSP00000061498,ENSMUSG00000040472,Rabggta,14,55.715873,55.719065,55.722257,9,59.48984,UNC16448569,7.214320909,FALSE,,,,,,,,
ENSMUSP00000129504,ENSMUSG00000022100,Xpo7,14,70.654246,70.710437,70.766628,2,155.333278,UNC4277103,7.213536244,FALSE,,,,,,,,
ENSMUSP00000046212,ENSMUSG00000041028,Ghitm,14,37.120444,37.127883,37.135322,7,58.926588,JAX00640733,7.212591554,FALSE,,,,,,,,
ENSMUSP00000077532,ENSMUSG00000022092,Ppp3cc,14,70.217898,70.253674,70.289449,X,161.502466,UNC31529785,7.212393443,FALSE,,,,,,,,
ENSMUSP00000123798,ENSMUSG00000079197,Psme2,14,55.587441,55.589277,55.591113,3,131.351119,UNC6255470,7.211180506,FALSE,,,,,,,,
ENSMUSP00000022781,ENSMUSG00000022174,Dad1,14,54.235479,54.244792,54.254104,4,11.299208,UNC6734390,7.208440249,FALSE,,,,,,,,
ENSMUSP00000000985,ENSMUSG00000000959,Oxa1l,14,54.360841,54.365255,54.369669,9,85.519695,UNC16790828,7.208208488,FALSE,,,,,,,,
ENSMUSP00000077893,ENSMUSG00000058571,Gpc6,14,116.925297,117.452413,117.979529,4,132.893191,UNC8249527,7.205142968,FALSE,,,,,,,,
ENSMUSP00000061498,ENSMUSG00000040472,Rabggta,14,55.715873,55.719065,55.722257,19,25.396624,UNC30112848,7.204656657,FALSE,,,,,,,,
ENSMUSP00000022268,ENSMUSG00000021748,Pdhb,14,8.165991,8.169492,8.172992,X,134.183571,UNC31339736,7.203846311,FALSE,,,,,,,,
ENSMUSP00000022538,ENSMUSG00000021967,Mrp63,14,57.826239,57.827492,57.828745,7,6.884524,UNC12402170,7.202279973,FALSE,,,,,,,,
ENSMUSP00000133883,ENSMUSG00000022216,Psme1,14,55.578123,55.579826,55.581529,4,145.23679,UNC8412599,7.200366496,FALSE,,,,,,,,
ENSMUSP00000022317,ENSMUSG00000021792,Fam213a,14,40.99374,41.003764,41.013788,19,22.63893,UNC30067256,7.199128869,FALSE,,,,,,,,
ENSMUSP00000048925,ENSMUSG00000058997,Vwa8,14,78.849178,79.025744,79.20231,16,89.352505,JAX00427519,7.198353368,FALSE,,,,,,,,
ENSMUSP00000123706,ENSMUSG00000033060,Lmo7,14,101.729957,101.832334,101.93471,12,5.731656,UNC20566467,7.197510224,FALSE,,,,,,,,
ENSMUSP00000022553,ENSMUSG00000021981,Cab39l,14,59.440981,59.494942,59.548903,13,30.357033,UNC22351311,7.196512443,FALSE,,,,,,,,
ENSMUSP00000125697,ENSMUSG00000043004,Gng2,14,19.872559,19.925093,19.977627,3,150.416488,JAX00114683,7.193077952,FALSE,,,,,,,,
