lodcolumn,gene_symbol,gene_chr,gene_start,gene_middle,gene_end,qtl_chr,qtl_pos,qtl_mkr,qtl_lod,cis,,,,,,,,
ENSMUSG00000086420,Gm8865,14,54.826247,54.826462,54.826676,5,25.642099,UNC8828187,7.1582322,FALSE,,,,,,,,
ENSMUSG00000021752,Kctd6,14,8.214148,8.218858,8.223567,15,41.721831,backupUNC150353533,7.158107357,FALSE,,,,,,,,
ENSMUSG00000021930,Spryd7,14,61.531993,61.54444,61.556886,7,16.399267,UNC12450656,7.157743585,FALSE,,,,,,,,
ENSMUSG00000040997,Abhd4,14,54.254129,54.261649,54.269169,2,128.165789,JAX00502810,7.15767831,FALSE,,,,,,,,
ENSMUSG00000091882,Gm6337,14,6.049469,6.053868,6.058267,15,39.861394,UNC25419632,7.157125377,FALSE,,,,,,,,
ENSMUSG00000091672,Gm17129,14,3.978426,3.978678,3.97893,2,151.037184,JAX00101624,7.1569914,FALSE,,,,,,,,
ENSMUSG00000071262,Zfp957,14,79.212353,79.229861,79.247369,10,39.348768,UNC17795313,7.156835306,FALSE,,,,,,,,
ENSMUSG00000022180,Slc7a8,14,54.722216,54.752051,54.781886,12,17.670717,UNC20716184,7.156791799,FALSE,,,,,,,,
ENSMUSG00000085133,B930095G15Rik,14,121.248706,121.250102,121.251497,8,60.381789,UNC080491032,7.156413776,FALSE,,,,,,,,
ENSMUSG00000022203,Efs,14,54.916543,54.921666,54.926788,13,97.228046,UNC23167565,7.156215613,FALSE,,,,,,,,
ENSMUSG00000035129,Gm6781,14,18.531363,18.531912,18.53246,18,55.451653,UNC29305004,7.156202151,FALSE,,,,,,,,
ENSMUSG00000060373,Hnrnpc,14,52.07338,52.088704,52.104028,17,43.470465,UNC27889597,7.155238399,FALSE,,,,,,,,
ENSMUSG00000021962,Dcp1a,14,30.479565,30.50331,30.527056,10,117.421899,UNC18805987,7.154731462,FALSE,,,,,,,,
ENSMUSG00000057913,Gm10032,14,66.784529,66.789144,66.793758,1,4.531029,UNC010515556,7.154537095,FALSE,,,,,,,,
ENSMUSG00000006527,Sfmbt1,14,30.714849,30.768781,30.822713,17,51.444745,UNC28001329,7.153689639,FALSE,,,,,,,,
ENSMUSG00000045871,Slitrk6,14,110.748578,110.751864,110.755149,3,152.994648,UNC6561506,7.153481344,FALSE,,,,,,,,
ENSMUSG00000094590,Gm10251,14,6.63842,6.661295,6.68417,1,14.196603,UNC144144,7.153251985,FALSE,,,,,,,,
ENSMUSG00000093898,Gm3629,14,6.583959,6.729108,6.874257,13,101.25545,UNC23227452,7.152992503,FALSE,,,,,,,,
ENSMUSG00000047222,Ear11,14,51.255266,51.255689,51.256112,16,91.868003,UNC27395639,7.152629367,FALSE,,,,,,,,
ENSMUSG00000097948,Gm21430,14,63.428733,63.429232,63.42973,2,35.93828,UNC2874731,7.152587577,FALSE,,,,,,,,
ENSMUSG00000022179,4931414P19Rik,14,54.583663,54.594786,54.605908,12,83.091958,UNC21509851,7.152147407,FALSE,,,,,,,,
ENSMUSG00000091227,Gm3755,14,7.440924,7.44592,7.450917,14,25.15656,JAX00051088,7.151980548,FALSE,,,,,,,,
ENSMUSG00000095427,Rps2-ps6,14,76.236688,76.23702,76.237353,12,107.441276,UNC21841193,7.151952057,FALSE,,,,,,,,
ENSMUSG00000040822,1700123O20Rik,14,54.686171,54.688456,54.690742,3,129.386744,JAX00113113,7.151801729,FALSE,,,,,,,,
ENSMUSG00000045776,Lrtm1,14,29.018208,29.025925,29.033642,19,16.99362,UNC29967020,7.151590478,FALSE,,,,,,,,
ENSMUSG00000079389,Gm3149,14,4.317283,4.321502,4.325721,12,116.628439,backupUNC120269493,7.151058546,FALSE,,,,,,,,
ENSMUSG00000042323,Pbrm1,14,31.019138,31.070365,31.121592,16,42.117267,UNC26706586,7.150976381,FALSE,,,,,,,,
ENSMUSG00000089978,Gm16245,14,26.375278,26.375725,26.376172,2,21.236295,UNC020373923,7.150938596,FALSE,,,,,,,,
ENSMUSG00000021910,Nisch,14,31.17093,31.193938,31.216946,11,75.337353,UNC19926332,7.150645701,FALSE,,,,,,,,
ENSMUSG00000059835,Rpl13-ps3,14,58.893506,58.893818,58.894129,13,83.805615,UNC22977114,7.150498127,FALSE,,,,,,,,
ENSMUSG00000048502,Duxbl1,14,25.978577,25.984332,25.990088,18,28.254231,UNC28943656,7.150438171,FALSE,,,,,,,,
ENSMUSG00000014496,Ankrd28,14,31.700015,31.765215,31.830415,17,9.529954,UNC27548598,7.150372645,FALSE,,,,,,,,
ENSMUSG00000022129,Dct,14,118.012792,118.032519,118.052246,9,118.915779,UNC17243368,7.150369415,FALSE,,,,,,,,
ENSMUSG00000022203,Efs,14,54.916543,54.921666,54.926788,2,147.800059,UNC4184563,7.149246258,FALSE,,,,,,,,
ENSMUSG00000022126,Irg1,14,103.046977,103.051775,103.056573,19,16.488742,UNC29959263,7.149220009,FALSE,,,,,,,,
ENSMUSG00000098975,RP23-103I12.3,14,69.582164,69.632725,69.683286,17,72.092791,UNC28305929,7.149076616,FALSE,,,,,,,,
ENSMUSG00000055421,Pcdh9,14,93.015512,93.452122,93.888732,8,114.757494,UNC15546728,7.148539718,FALSE,,,,,,,,
ENSMUSG00000041650,Pcca,14,122.534324,122.712712,122.8911,8,84.428804,UNC15138817,7.148301241,FALSE,,,,,,,,
ENSMUSG00000037712,Fermt2,14,45.458792,45.494455,45.530118,15,103.12056,UNC26243950,7.148158838,FALSE,,,,,,,,
ENSMUSG00000037712,Fermt2,14,45.458792,45.494455,45.530118,15,103.12056,UNC26243950,7.148158838,FALSE,,,,,,,,
ENSMUSG00000021867,Tmem254b,14,26.203369,26.205205,26.207041,10,20.821033,JAX00015629,7.147992396,FALSE,,,,,,,,
ENSMUSG00000072676,Tmem254a,14,25.924,25.925836,25.927672,10,20.821033,JAX00015629,7.147992396,FALSE,,,,,,,,
ENSMUSG00000022194,Pabpn1,14,54.8925,54.895334,54.898169,9,45.204796,UNC16280658,7.1477711,FALSE,,,,,,,,
ENSMUSG00000094628,Gm3252,14,4.726775,4.737134,4.747493,17,91.420147,UNC170229408,7.147746372,FALSE,,,,,,,,
ENSMUSG00000079409,Gm5795,14,3.188255,3.192468,3.196681,19,38.263663,UNC30287406,7.14760854,FALSE,,,,,,,,
ENSMUSG00000092358,Gm20430,14,57.698013,57.698116,57.698219,8,107.790543,UNC15458256,7.14760618,FALSE,,,,,,,,
ENSMUSG00000034623,Prss55,14,64.075438,64.0828,64.090162,11,116.686268,JAX00322928,7.147476407,FALSE,,,,,,,,
ENSMUSG00000033166,Dis3,14,99.076634,99.088202,99.09977,2,156.679576,UNC4292367,7.14745418,FALSE,,,,,,,,
ENSMUSG00000017485,Top2b,14,16.365179,16.397983,16.430787,2,173.869006,UNC4547523,7.146955829,FALSE,,,,,,,,
ENSMUSG00000034194,R3hcc1,14,69.697307,69.702446,69.707584,6,64.222388,UNC11237105,7.14677705,FALSE,,,,,,,,
ENSMUSG00000022020,Naa16,14,79.334204,79.362491,79.390778,4,14.390027,JAX00545689,7.146635153,FALSE,,,,,,,,
ENSMUSG00000048922,Cdca2,14,67.676331,67.696086,67.715841,1,60.880133,UNC771487,7.146531424,FALSE,,,,,,,,
ENSMUSG00000036023,Parp2,14,50.807946,50.814623,50.8213,4,45.197581,UNC7159117,7.1460687,FALSE,,,,,,,,
ENSMUSG00000022041,Chrna2,14,66.14096,66.146954,66.152948,1,181.058861,UNC2316495,7.145831865,FALSE,,,,,,,,
ENSMUSG00000072680,Tmem254c,14,26.063919,26.065637,26.067355,9,87.896897,UNC16824550,7.145747884,FALSE,,,,,,,,
ENSMUSG00000022185,Acin1,14,54.642161,54.664546,54.686931,2,113.116247,UNC3769825,7.145590113,FALSE,,,,,,,,
ENSMUSG00000022019,Tdrd3,14,87.416639,87.481006,87.545373,19,47.947049,UNC30418961,7.14532271,FALSE,,,,,,,,
ENSMUSG00000021904,Sema3g,14,31.21786,31.224105,31.23035,6,110.836319,JAX00622082,7.144768829,FALSE,,,,,,,,
ENSMUSG00000021741,Gm5457,14,12.867553,12.86772,12.867888,8,114.50236,UNC15542238,7.14468704,FALSE,,,,,,,,
ENSMUSG00000060373,Hnrnpc,14,52.07338,52.088704,52.104028,5,16.821326,UNC8700717,7.144611583,FALSE,,,,,,,,
ENSMUSG00000022026,Olfm4,14,80.000302,80.011116,80.02193,14,82.047,backupUNC141100128,7.144360228,TRUE,,,,,,,,
ENSMUSG00000041594,Tmtc4,14,122.918971,122.951503,122.984035,12,104.965964,UNC21802988,7.144348727,FALSE,,,,,,,,
ENSMUSG00000050666,Vstm4,14,32.856756,32.898122,32.939487,3,155.945882,UNC6602136,7.144148203,FALSE,,,,,,,,
ENSMUSG00000090799,Klhl33,14,50.891389,50.892322,50.893255,18,15.000977,UNC28776739,7.144118885,FALSE,,,,,,,,
ENSMUSG00000021947,Cryl1,14,57.275034,57.336758,57.398483,15,38.22596,UNC25397494,7.14317491,FALSE,,,,,,,,
ENSMUSG00000021962,Dcp1a,14,30.479565,30.50331,30.527056,7,73.159585,UNC13120384,7.142849662,FALSE,,,,,,,,
ENSMUSG00000072601,Ear1,14,43.818765,43.847141,43.875517,17,90.983123,UNC28596397,7.142783527,FALSE,,,,,,,,
ENSMUSG00000071531,Gprin2,14,34.194441,34.198037,34.201633,17,56.498493,UNC28071405,7.141893606,FALSE,,,,,,,,
ENSMUSG00000035296,Sgcg,14,61.221059,61.239774,61.25849,5,66.405643,UNC9365910,7.141143297,FALSE,,,,,,,,
ENSMUSG00000044519,Zfp488,14,33.96707,33.972917,33.978764,19,10.006833,JAX00470130,7.140859126,FALSE,,,,,,,,
ENSMUSG00000034235,Usp54,14,20.548912,20.583633,20.618354,8,119.021197,UNC15612153,7.140846507,FALSE,,,,,,,,
ENSMUSG00000037572,Wdhd1,14,47.240944,47.258888,47.276832,5,66.511653,UNC9367606,7.140714409,FALSE,,,,,,,,
ENSMUSG00000045871,Slitrk6,14,110.748578,110.751864,110.755149,18,53.163966,UNC29275913,7.140638762,FALSE,,,,,,,,
ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,8,88.655088,JAX00675344,7.140294784,FALSE,,,,,,,,
ENSMUSG00000033589,Reep4,14,70.545251,70.547092,70.548933,X,62.502826,UNC30887703,7.140144293,FALSE,,,,,,,,
ENSMUSG00000022034,Esco2,14,65.819038,65.826516,65.833994,19,4.484446,JAX00469178,7.140135427,FALSE,,,,,,,,
ENSMUSG00000090166,Ear10,14,43.92272,43.92314,43.923559,2,4.722893,JAX00215420,7.140112034,FALSE,,,,,,,,
ENSMUSG00000002325,Irf9,14,55.603571,55.6068,55.61003,5,73.777419,UNC9462801,7.139863638,FALSE,,,,,,,,
ENSMUSG00000023156,Rpp14,14,8.080367,8.0861,8.091834,X,48.841593,UNC30804612,7.139714771,FALSE,,,,,,,,
ENSMUSG00000058351,Smim4,14,31.088869,31.1089,31.12893,4,62.188669,UNC7354872,7.139599273,FALSE,,,,,,,,
ENSMUSG00000021906,Oxnad1,14,32.085374,32.094288,32.103202,2,28.703343,UNC2799263,7.139538696,FALSE,,,,,,,,
ENSMUSG00000075592,Nynrin,14,55.854036,55.864386,55.874735,2,173.124016,UNC4536534,7.139476603,FALSE,,,,,,,,
ENSMUSG00000091089,A930018M24Rik,14,50.895942,50.896699,50.897456,13,92.912222,UNC23100634,7.139444939,FALSE,,,,,,,,
ENSMUSG00000040123,Zmym5,14,56.790585,56.80115,56.811716,2,106.310957,UNC3701756,7.138262577,FALSE,,,,,,,,
ENSMUSG00000091509,Gm17066,14,105.10939,105.112033,105.114676,5,27.383065,UNC8852133,7.138220203,FALSE,,,,,,,,
ENSMUSG00000095124,Gm3348,14,5.385805,5.386228,5.386651,4,150.125489,JAX00570612,7.138202707,FALSE,,,,,,,,
ENSMUSG00000098192,Gm3534,14,48.408618,48.409118,48.409618,17,25.547085,UNC27700564,7.138155341,FALSE,,,,,,,,
ENSMUSG00000094825,Gm3194,14,5.438065,5.446766,5.455467,10,22.123321,UNC17566954,7.137760614,FALSE,,,,,,,,
ENSMUSG00000043881,Kbtbd7,14,79.426511,79.428775,79.431039,10,125.372869,backupUNC101304785,7.137393809,FALSE,,,,,,,,
ENSMUSG00000058430,Rpl27a-ps2,14,108.692194,108.692418,108.692643,X,38.279791,UNC30752337,7.137115228,FALSE,,,,,,,,
ENSMUSG00000094706,Gm10338,14,7.580617,7.588104,7.595592,1,126.708288,UNC1625943,7.136500147,FALSE,,,,,,,,
ENSMUSG00000092443,Gm20726,14,54.632329,54.632555,54.632781,6,146.992672,UNC12339532,7.1362679,FALSE,,,,,,,,
ENSMUSG00000022090,Pdlim2,14,70.164218,70.17095,70.177681,16,95.143118,JAX00428958,7.136054989,FALSE,,,,,,,,
ENSMUSG00000068015,Lrch1,14,74.754674,74.851276,74.947877,6,98.573721,UNC11680233,7.135891087,FALSE,,,,,,,,
ENSMUSG00000014813,Stc1,14,69.029289,69.035345,69.041401,18,88.640733,JAX00086152,7.135679937,FALSE,,,,,,,,
ENSMUSG00000021738,Atxn7,14,14.012491,14.059894,14.107296,18,41.708066,UNC29115859,7.135541152,FALSE,,,,,,,,
ENSMUSG00000022210,Dhrs4,14,55.478758,55.484548,55.490338,7,46.711193,UNC12748729,7.135470691,FALSE,,,,,,,,
ENSMUSG00000034194,R3hcc1,14,69.697307,69.702446,69.707584,12,25.675969,UNC20749311,7.135432922,FALSE,,,,,,,,
ENSMUSG00000045107,Saysd1,14,20.075646,20.079409,20.083172,13,30.959647,UNC22358270,7.135417592,FALSE,,,,,,,,
ENSMUSG00000068697,Myoz1,14,20.649102,20.652821,20.65654,17,27.330519,UNC27722543,7.135417008,FALSE,,,,,,,,
ENSMUSG00000022219,Cideb,14,55.754045,55.756252,55.758458,4,148.935053,UNC8429604,7.135360225,FALSE,,,,,,,,
ENSMUSG00000035896,Rnase1,14,51.145002,51.145884,51.146767,16,95.272018,UNC27449492,7.134335824,FALSE,,,,,,,,
ENSMUSG00000006288,Ttc5,14,50.765415,50.775466,50.785518,2,161.574174,UNC4359706,7.134307463,FALSE,,,,,,,,
ENSMUSG00000082738,Gm15422,14,123.985276,123.985546,123.985816,1,118.973906,UNC1520274,7.134264448,FALSE,,,,,,,,
ENSMUSG00000045776,Lrtm1,14,29.018208,29.025925,29.033642,12,99.122226,UNC21728359,7.134095302,FALSE,,,,,,,,
ENSMUSG00000091044,Gm3170,14,5.738334,5.738756,5.739177,4,150.125489,JAX00570612,7.133711022,FALSE,,,,,,,,
ENSMUSG00000022033,Pbk,14,65.805837,65.81183,65.817822,14,23.746978,UNC23702801,7.133598803,FALSE,,,,,,,,
ENSMUSG00000033111,3830406C13Rik,14,12.284209,12.29372,12.303231,X,103.642333,UNC31163487,7.133535069,FALSE,,,,,,,,
ENSMUSG00000025551,Fgf14,14,123.977907,124.327517,124.677127,8,122.949105,UNC15669127,7.133499457,FALSE,,,,,,,,
ENSMUSG00000037712,Fermt2,14,45.458792,45.494455,45.530118,6,117.367733,JAX00623680,7.133366191,FALSE,,,,,,,,
ENSMUSG00000037712,Fermt2,14,45.458792,45.494455,45.530118,6,117.367733,JAX00623680,7.133366191,FALSE,,,,,,,,
ENSMUSG00000022132,Cldn10,14,118.787908,118.831698,118.875489,6,17.503502,UNC10639984,7.133298158,FALSE,,,,,,,,
ENSMUSG00000047977,Synb,14,69.289344,69.291822,69.294299,15,86.252961,JAX00408252,7.133086149,FALSE,,,,,,,,
ENSMUSG00000034463,Scara3,14,65.919395,65.93657,65.953744,9,30.345482,JAX00688876,7.131926436,FALSE,,,,,,,,
ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,X,84.201928,JAX00714798,7.131820436,FALSE,,,,,,,,
ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,X,84.201928,JAX00714798,7.131820436,FALSE,,,,,,,,
ENSMUSG00000049295,Zfp219,14,52.006077,52.013405,52.020733,16,45.963551,backupUNC160063674,7.13164083,FALSE,,,,,,,,
ENSMUSG00000034235,Usp54,14,20.548912,20.583633,20.618354,15,25.58635,JAX00396011,7.131446886,FALSE,,,,,,,,
ENSMUSG00000084940,Gm15935,14,21.741543,21.744088,21.746632,6,114.988732,JAX00145649,7.13132487,FALSE,,,,,,,,
ENSMUSG00000091089,A930018M24Rik,14,50.895942,50.896699,50.897456,4,12.56969,JAX00545371,7.131306089,FALSE,,,,,,,,
ENSMUSG00000054733,Msra,14,64.122623,64.289263,64.455903,7,98.521559,UNC13455062,7.131039288,FALSE,,,,,,,,
ENSMUSG00000039357,Fut11,14,20.694968,20.697582,20.700197,6,24.348405,UNC10737201,7.130675469,FALSE,,,,,,,,
ENSMUSG00000037628,Cdkn3,14,46.760541,46.766033,46.771525,1,37.63925,UNC469448,7.13061872,FALSE,,,,,,,,
ENSMUSG00000033712,Ccar2,14,70.138177,70.145994,70.153811,12,54.311509,UNC21138948,7.130492008,FALSE,,,,,,,,
ENSMUSG00000097601,Gm26660,14,25.355801,25.367218,25.378635,4,138.698441,UNC8331700,7.130463502,FALSE,,,,,,,,
ENSMUSG00000072115,Ang,14,51.091077,51.096542,51.102007,6,4.938043,UNC10481814,7.130434812,FALSE,,,,,,,,
ENSMUSG00000022160,Mettl3,14,52.294668,52.299898,52.305128,14,79.622465,UNC24322186,7.130364004,FALSE,,,,,,,,
ENSMUSG00000090038,Gm16573,14,56.607261,56.613887,56.620513,9,33.227391,UNC16123382,7.130354853,FALSE,,,,,,,,
ENSMUSG00000021819,Zswim8,14,20.707552,20.715585,20.723618,17,13.060714,UNC27584683,7.129816233,FALSE,,,,,,,,
ENSMUSG00000050505,Pcdh20,14,88.464747,88.468072,88.471396,5,20.522851,UNC8755644,7.129748386,FALSE,,,,,,,,
ENSMUSG00000036282,Naa30,14,49.172226,49.181628,49.191031,9,41.054506,UNC16225054,7.129553183,FALSE,,,,,,,,
ENSMUSG00000095313,Gm6740,14,52.861767,52.862198,52.86263,7,137.47709,UNC13953123,7.129327976,FALSE,,,,,,,,
ENSMUSG00000096662,Gm6755,14,53.172727,53.173158,53.17359,7,137.47709,UNC13953123,7.129327976,FALSE,,,,,,,,
ENSMUSG00000040840,4930579G18Rik,14,54.650511,54.652559,54.654607,13,95.08307,UNC23131884,7.129162697,FALSE,,,,,,,,
ENSMUSG00000063060,Sox7,14,63.943674,63.947203,63.950732,4,41.234952,UNC7119879,7.129092542,FALSE,,,,,,,,
ENSMUSG00000022194,Pabpn1,14,54.8925,54.895334,54.898169,16,90.437725,UNC27375266,7.128971987,FALSE,,,,,,,,
ENSMUSG00000002332,Dhrs1,14,55.73902,55.742355,55.74569,1,5.224578,UNC24700,7.128059187,FALSE,,,,,,,,
ENSMUSG00000049960,Mrps16,14,20.391231,20.392393,20.393555,13,10.581906,JAX00041704,7.127831578,FALSE,,,,,,,,
ENSMUSG00000023243,Kcnk5,14,20.140058,20.16092,20.181782,7,70.331308,UNC13078985,7.127693018,FALSE,,,,,,,,
ENSMUSG00000039357,Fut11,14,20.694968,20.697582,20.700197,X,107.193381,JAX00183045,7.127600886,FALSE,,,,,,,,
ENSMUSG00000042104,Uggt2,14,118.985039,119.042234,119.09943,15,89.498466,JAX00064798,7.127172049,FALSE,,,,,,,,
ENSMUSG00000063506,Arhgap22,14,33.214026,33.29198,33.369934,6,77.182859,UNC11416718,7.127130524,FALSE,,,,,,,,
ENSMUSG00000094132,Gm3264,14,4.855576,4.865714,4.875851,6,144.965189,UNC12305204,7.127129538,FALSE,,,,,,,,
ENSMUSG00000022131,Gpr180,14,118.137127,118.15068,118.164232,1,72.028818,UNC911464,7.127091681,FALSE,,,,,,,,
ENSMUSG00000061244,Exoc5,14,49.012146,49.0394,49.066653,19,28.72018,JAX00475110,7.126312908,FALSE,,,,,,,,
ENSMUSG00000002329,Mdp1,14,55.657879,55.659194,55.660508,14,48.7621,UNC23977511,7.126308959,FALSE,,,,,,,,
ENSMUSG00000021819,Zswim8,14,20.707552,20.715585,20.723618,11,95.133723,UNC20176244,7.125952193,FALSE,,,,,,,,
ENSMUSG00000053253,Ndfip2,14,105.258573,105.283936,105.309298,12,102.666525,UNC21771945,7.125574231,FALSE,,,,,,,,
ENSMUSG00000091686,4930471C04Rik,14,64.099295,64.101765,64.104235,18,58.387928,UNC180282171,7.125480593,FALSE,,,,,,,,
ENSMUSG00000091700,Gm7876,14,4.709238,4.713458,4.717678,18,12.607807,UNC28748931,7.125374102,FALSE,,,,,,,,
ENSMUSG00000021917,Spcs1,14,30.999826,31.000749,31.001672,19,48.59845,UNC30429468,7.125221948,FALSE,,,,,,,,
ENSMUSG00000063895,Nupl1,14,60.219204,60.235356,60.251507,3,96.680568,JAX00110691,7.125078044,FALSE,,,,,,,,
ENSMUSG00000079410,Gm2897,14,3.049285,3.063062,3.07684,1,122.489277,UNC1563598,7.12501913,FALSE,,,,,,,,
ENSMUSG00000021745,Ptprg,14,11.553532,11.897786,12.242041,X,166.056688,UNC31564908,7.124860617,FALSE,,,,,,,,
ENSMUSG00000022210,Dhrs4,14,55.478758,55.484548,55.490338,11,8.506727,JAX00303630,7.12482389,FALSE,,,,,,,,
ENSMUSG00000044285,Gm1821,14,46.084126,46.08447,46.084815,1,175.946889,UNC2261326,7.124726205,FALSE,,,,,,,,
ENSMUSG00000072115,Ang,14,51.091077,51.096542,51.102007,7,67.844715,JAX00642275,7.124632694,FALSE,,,,,,,,
ENSMUSG00000021906,Oxnad1,14,32.085374,32.094288,32.103202,11,66.559474,UNC19826227,7.124566725,FALSE,,,,,,,,
ENSMUSG00000072625,Gdf2,14,33.941039,33.944118,33.947198,16,51.477835,UNC26819085,7.124404835,FALSE,,,,,,,,
ENSMUSG00000098975,RP23-103I12.3,14,69.582164,69.632725,69.683286,11,76.169846,JAX00029179,7.12435221,FALSE,,,,,,,,
ENSMUSG00000022091,Sorbs3,14,70.180468,70.194052,70.207637,4,37.817976,UNC7076620,7.123828079,FALSE,,,,,,,,
ENSMUSG00000091089,A930018M24Rik,14,50.895942,50.896699,50.897456,9,115.614765,UNC17192394,7.123790823,FALSE,,,,,,,,
ENSMUSG00000022015,Tnfsf11,14,78.277445,78.292744,78.308043,7,139.438484,UNC13986874,7.123728315,FALSE,,,,,,,,
ENSMUSG00000021945,Zmym2,14,56.887795,56.925187,56.962579,11,37.725558,UNC19434282,7.123722351,FALSE,,,,,,,,
ENSMUSG00000045799,Gm9800,14,8.799589,8.800046,8.800504,5,39.415957,UNC9004443,7.123705691,FALSE,,,,,,,,
ENSMUSG00000033712,Ccar2,14,70.138177,70.145994,70.153811,19,18.046406,UNC29986400,7.123538659,FALSE,,,,,,,,
ENSMUSG00000097853,Gm3532,14,5.538496,5.542434,5.546373,14,104.133386,UNC24654302,7.122930628,FALSE,,,,,,,,
ENSMUSG00000079379,Gm3242,14,5.893193,5.896097,5.899001,17,26.538998,UNC27713268,7.122779436,FALSE,,,,,,,,
ENSMUSG00000021982,Cdadc1,14,59.560896,59.579366,59.597836,8,121.148122,UNC15641574,7.122767513,FALSE,,,,,,,,
ENSMUSG00000025555,Farp1,14,121.0352,121.159472,121.283744,9,103.059887,UNC17019015,7.122693381,FALSE,,,,,,,,
ENSMUSG00000025279,Dnase1l3,14,7.964533,7.979553,7.994573,16,94.023941,UNC27430338,7.122034844,FALSE,,,,,,,,
ENSMUSG00000040752,Myh6,14,54.941921,54.954424,54.966927,8,94.941727,UNC15291032,7.121842918,FALSE,,,,,,,,
ENSMUSG00000040752,Myh6,14,54.941921,54.954424,54.966927,8,94.941727,UNC15291032,7.121842918,FALSE,,,,,,,,
ENSMUSG00000014813,Stc1,14,69.029289,69.035345,69.041401,14,69.473164,UNC24189525,7.12145069,TRUE,,,,,,,,
ENSMUSG00000087535,Zmiz1os1,14,25.455737,25.458432,25.461128,10,54.521327,UNC17987162,7.120757021,FALSE,,,,,,,,
ENSMUSG00000083169,Gm6580,14,46.027428,46.028106,46.028784,18,58.694005,backupUNC180282678,7.120749574,FALSE,,,,,,,,
ENSMUSG00000098192,Gm3534,14,48.408618,48.409118,48.409618,18,25.662068,UNC28912730,7.120685059,FALSE,,,,,,,,
ENSMUSG00000090104,Gm16241,14,26.389199,26.39236,26.395521,6,88.151407,UNC11552932,7.120550788,FALSE,,,,,,,,
ENSMUSG00000034327,Kctd9,14,67.715937,67.729124,67.74231,11,112.963926,UNC20419420,7.120159675,FALSE,,,,,,,,
ENSMUSG00000097601,Gm26660,14,25.355801,25.367218,25.378635,5,141.428754,UNC10318291,7.119607006,FALSE,,,,,,,,
ENSMUSG00000046352,Gjb2,14,57.0986,57.101651,57.104702,11,52.782727,UNC19631892,7.119577779,FALSE,,,,,,,,
ENSMUSG00000099167,RP24-312G4.2,14,104.462336,104.462908,104.463481,2,22.778399,UNC2724327,7.119146854,FALSE,,,,,,,,
ENSMUSG00000022122,Ednrb,14,103.814625,103.829399,103.844173,8,34.625454,UNC14478913,7.11874071,FALSE,,,,,,,,
ENSMUSG00000021806,Nid2,14,19.751257,19.781522,19.811787,15,85.629168,UNC26023431,7.118607278,FALSE,,,,,,,,
ENSMUSG00000022010,Tsc22d1,14,76.414961,76.461363,76.507765,15,54.456796,UNC25620218,7.118467186,FALSE,,,,,,,,
ENSMUSG00000091818,Rpl19-ps4,14,13.777814,13.778127,13.77844,17,45.309923,JAX00439682,7.118445021,FALSE,,,,,,,,
ENSMUSG00000091148,Gm3182,14,4.481745,4.485961,4.490177,3,36.44714,UNC5043811,7.118362794,FALSE,,,,,,,,
ENSMUSG00000090286,Gm17615,14,124.005355,124.006492,124.007629,16,67.046635,UNC27020788,7.118326818,FALSE,,,,,,,,
ENSMUSG00000037833,Sh2d4b,14,40.813789,40.853528,40.893266,7,67.844715,JAX00642275,7.118112916,FALSE,,,,,,,,
ENSMUSG00000022091,Sorbs3,14,70.180468,70.194052,70.207637,8,14.819237,UNC14210181,7.117837175,FALSE,,,,,,,,
ENSMUSG00000055639,Dach1,14,97.786853,97.978309,98.169765,2,24.62945,UNC2746217,7.117664964,FALSE,,,,,,,,
ENSMUSG00000035095,Fam167a,14,63.436394,63.450946,63.465498,19,27.694653,UNC30147087,7.117401826,FALSE,,,,,,,,
ENSMUSG00000063506,Arhgap22,14,33.214026,33.29198,33.369934,16,96.035046,UNC27459771,7.117046044,FALSE,,,,,,,,
ENSMUSG00000094130,Rpp14,14,8.090078,8.090316,8.090554,9,113.150008,UNC090546825,7.116386689,FALSE,,,,,,,,
ENSMUSG00000094526,Gm21451,14,69.390854,69.43557,69.480287,7,129.427944,UNC13838386,7.1160818,FALSE,,,,,,,,
ENSMUSG00000021904,Sema3g,14,31.21786,31.224105,31.23035,16,39.371331,UNC26678986,7.115982392,FALSE,,,,,,,,
ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,17,15.877292,JAX00432554,7.115449472,FALSE,,,,,,,,
ENSMUSG00000004558,Ndrg2,14,51.905271,51.90938,51.913488,13,60.282642,UNC22714074,7.115336676,FALSE,,,,,,,,
ENSMUSG00000094628,Gm3252,14,4.726775,4.737134,4.747493,18,33.912756,JAX00455837,7.11525018,FALSE,,,,,,,,
ENSMUSG00000091898,Tnnc1,14,31.208312,31.21002,31.211729,16,77.4795,UNC27171243,7.115111157,FALSE,,,,,,,,
ENSMUSG00000085615,A330035P11Rik,14,122.10343,122.105202,122.106974,18,65.235419,UNC29456395,7.115029822,FALSE,,,,,,,,
ENSMUSG00000091672,Gm17129,14,3.978426,3.978678,3.97893,1,180.364631,UNC2308096,7.11451032,FALSE,,,,,,,,
ENSMUSG00000000197,Nalcn,14,123.276641,123.451892,123.627144,2,179.066876,JAX00512794,7.114210754,FALSE,,,,,,,,
